id,'instance_id','repetition','stacks','tiers','stack.tier.ratio','container.density','empty.stack.pct','overstowing.stack.pct','overstowing.2cont.stack.pct','group.same.min','group.same.max','group.same.mean','group.same.stdev','top.good.min','top.good.max','top.good.mean','top.good.stdev','overstowage.pct','bflb','left.density','tier.weighted.groups','avg.l1.top.left.lg.group','cont.empty.grt.estack','pct.bottom.pct.on.top','algorithm', target,'runstatus'
17,"BF1_cpmp_16_5_48_10_29_17",1,16,5,0.3125,0.6,0.125,0.5625,0.9,0,6,4.36364,1.55346,2,10,4.66667,2.44949,0.3625,29,0.471111,0.428914,0.569231,0.3375,0,"astar.symmulgt.transmul",3600,"memout"
18,"BF1_cpmp_16_5_48_10_29_17",1,16,5,0.3125,0.6,0.125,0.5625,0.9,0,6,4.36364,1.55346,2,10,4.66667,2.44949,0.3625,29,0.471111,0.428914,0.569231,0.3375,0,"astar.symmullt.transmul",0.552,"ok"
19,"BF1_cpmp_16_5_48_10_29_17",1,16,5,0.3125,0.6,0.125,0.5625,0.9,0,6,4.36364,1.55346,2,10,4.66667,2.44949,0.3625,29,0.471111,0.428914,0.569231,0.3375,0,"idastar.symmulgt.transmul",0.008,"ok"
20,"BF1_cpmp_16_5_48_10_29_17",1,16,5,0.3125,0.6,0.125,0.5625,0.9,0,6,4.36364,1.55346,2,10,4.66667,2.44949,0.3625,29,0.471111,0.428914,0.569231,0.3375,0,"idastar.symmullt.transmul",0.008,"ok"
21,"BF1_cpmp_16_5_48_10_29_18",1,16,5,0.3125,0.6,0.0625,0.625,0.909091,0,6,4.36364,1.55346,2,8,4.5,1.85742,0.3625,29,0.151111,0.438952,0.615385,0.1375,0,"astar.symmulgt.transmul",0.032,"ok"
22,"BF1_cpmp_16_5_48_10_29_18",1,16,5,0.3125,0.6,0.0625,0.625,0.909091,0,6,4.36364,1.55346,2,8,4.5,1.85742,0.3625,29,0.151111,0.438952,0.615385,0.1375,0,"astar.symmullt.transmul",0.048,"ok"
23,"BF1_cpmp_16_5_48_10_29_18",1,16,5,0.3125,0.6,0.0625,0.625,0.909091,0,6,4.36364,1.55346,2,8,4.5,1.85742,0.3625,29,0.151111,0.438952,0.615385,0.1375,0,"idastar.symmulgt.transmul",0.096,"ok"
24,"BF1_cpmp_16_5_48_10_29_18",1,16,5,0.3125,0.6,0.0625,0.625,0.909091,0,6,4.36364,1.55346,2,8,4.5,1.85742,0.3625,29,0.151111,0.438952,0.615385,0.1375,0,"idastar.symmullt.transmul",50.831,"ok"
25,"BF1_cpmp_16_5_48_10_29_19",1,16,5,0.3125,0.6,0.0625,0.5625,0.818182,0,7,4.36364,1.77214,2,10,5.33333,2.10819,0.3625,29,0.648889,0.433775,0.528846,0.0625,0,"astar.symmulgt.transmul",0.024,"ok"
26,"BF1_cpmp_16_5_48_10_29_19",1,16,5,0.3125,0.6,0.0625,0.5625,0.818182,0,7,4.36364,1.77214,2,10,5.33333,2.10819,0.3625,29,0.648889,0.433775,0.528846,0.0625,0,"astar.symmullt.transmul",0.504,"ok"
27,"BF1_cpmp_16_5_48_10_29_19",1,16,5,0.3125,0.6,0.0625,0.5625,0.818182,0,7,4.36364,1.77214,2,10,5.33333,2.10819,0.3625,29,0.648889,0.433775,0.528846,0.0625,0,"idastar.symmulgt.transmul",0.004,"ok"
28,"BF1_cpmp_16_5_48_10_29_19",1,16,5,0.3125,0.6,0.0625,0.5625,0.818182,0,7,4.36364,1.77214,2,10,5.33333,2.10819,0.3625,29,0.648889,0.433775,0.528846,0.0625,0,"idastar.symmullt.transmul",0.568,"ok"
29,"BF1_cpmp_16_5_48_10_29_20",1,16,5,0.3125,0.6,0.125,0.625,0.769231,0,6,4.36364,1.55346,2,10,4.9,2.66271,0.3625,29,0.317778,0.436995,0.519231,0.2125,0,"astar.symmulgt.transmul",3600,"memout"
30,"BF1_cpmp_16_5_48_10_29_20",1,16,5,0.3125,0.6,0.125,0.625,0.769231,0,6,4.36364,1.55346,2,10,4.9,2.66271,0.3625,29,0.317778,0.436995,0.519231,0.2125,0,"astar.symmullt.transmul",3600,"memout"
31,"BF1_cpmp_16_5_48_10_29_20",1,16,5,0.3125,0.6,0.125,0.625,0.769231,0,6,4.36364,1.55346,2,10,4.9,2.66271,0.3625,29,0.317778,0.436995,0.519231,0.2125,0,"idastar.symmulgt.transmul",220.526,"ok"
32,"BF1_cpmp_16_5_48_10_29_20",1,16,5,0.3125,0.6,0.125,0.625,0.769231,0,6,4.36364,1.55346,2,10,4.9,2.66271,0.3625,29,0.317778,0.436995,0.519231,0.2125,0,"idastar.symmullt.transmul",509.552,"ok"
33,"BF1_cpmp_16_5_48_10_29_3",1,16,5,0.3125,0.6,0.125,0.75,0.923077,0,6,4.36364,1.49379,2,9,4.33333,2.28522,0.3625,29,0.0666667,0.424242,0.740385,0.4,0,"astar.symmulgt.transmul",3600,"memout"
34,"BF1_cpmp_16_5_48_10_29_3",1,16,5,0.3125,0.6,0.125,0.75,0.923077,0,6,4.36364,1.49379,2,9,4.33333,2.28522,0.3625,29,0.0666667,0.424242,0.740385,0.4,0,"astar.symmullt.transmul",0.1,"ok"
35,"BF1_cpmp_16_5_48_10_29_3",1,16,5,0.3125,0.6,0.125,0.75,0.923077,0,6,4.36364,1.49379,2,9,4.33333,2.28522,0.3625,29,0.0666667,0.424242,0.740385,0.4,0,"idastar.symmulgt.transmul",127.056,"ok"
36,"BF1_cpmp_16_5_48_10_29_3",1,16,5,0.3125,0.6,0.125,0.75,0.923077,0,6,4.36364,1.49379,2,9,4.33333,2.28522,0.3625,29,0.0666667,0.424242,0.740385,0.4,0,"idastar.symmullt.transmul",134.024,"ok"
37,"BF1_cpmp_16_5_48_10_29_4",1,16,5,0.3125,0.6,0.1875,0.625,0.909091,0,6,4.36364,1.49379,2,9,5,2.09762,0.3625,29,0.582222,0.414457,0.538462,0.25,0,"astar.symmulgt.transmul",7.936,"ok"
38,"BF1_cpmp_16_5_48_10_29_4",1,16,5,0.3125,0.6,0.1875,0.625,0.909091,0,6,4.36364,1.49379,2,9,5,2.09762,0.3625,29,0.582222,0.414457,0.538462,0.25,0,"astar.symmullt.transmul",6.476,"ok"
39,"BF1_cpmp_16_5_48_10_29_4",1,16,5,0.3125,0.6,0.1875,0.625,0.909091,0,6,4.36364,1.49379,2,9,5,2.09762,0.3625,29,0.582222,0.414457,0.538462,0.25,0,"idastar.symmulgt.transmul",84.661,"ok"
40,"BF1_cpmp_16_5_48_10_29_4",1,16,5,0.3125,0.6,0.1875,0.625,0.909091,0,6,4.36364,1.49379,2,9,5,2.09762,0.3625,29,0.582222,0.414457,0.538462,0.25,0,"idastar.symmullt.transmul",15.057,"ok"
41,"BF1_cpmp_16_5_48_10_29_5",1,16,5,0.3125,0.6,0.125,0.5625,0.75,0,7,4.36364,1.72008,2,8,5,2,0.3625,29,0.495556,0.446907,0.5,0.2125,0,"astar.symmulgt.transmul",3600,"memout"
42,"BF1_cpmp_16_5_48_10_29_5",1,16,5,0.3125,0.6,0.125,0.5625,0.75,0,7,4.36364,1.72008,2,8,5,2,0.3625,29,0.495556,0.446907,0.5,0.2125,0,"astar.symmullt.transmul",3600,"memout"
43,"BF1_cpmp_16_5_48_10_29_5",1,16,5,0.3125,0.6,0.125,0.5625,0.75,0,7,4.36364,1.72008,2,8,5,2,0.3625,29,0.495556,0.446907,0.5,0.2125,0,"idastar.symmulgt.transmul",0.9,"ok"
44,"BF1_cpmp_16_5_48_10_29_5",1,16,5,0.3125,0.6,0.125,0.5625,0.75,0,7,4.36364,1.72008,2,8,5,2,0.3625,29,0.495556,0.446907,0.5,0.2125,0,"idastar.symmullt.transmul",3600,"timeout"
45,"BF1_cpmp_16_5_48_10_29_6",1,16,5,0.3125,0.6,0.25,0.75,1,0,6,4.36364,1.49379,2,7,3.91667,1.65622,0.3625,29,0.277778,0.402399,0.429487,0.325,0,"astar.symmulgt.transmul",0.024,"ok"
46,"BF1_cpmp_16_5_48_10_29_6",1,16,5,0.3125,0.6,0.25,0.75,1,0,6,4.36364,1.49379,2,7,3.91667,1.65622,0.3625,29,0.277778,0.402399,0.429487,0.325,0,"astar.symmullt.transmul",3600,"memout"
47,"BF1_cpmp_16_5_48_10_29_6",1,16,5,0.3125,0.6,0.25,0.75,1,0,6,4.36364,1.49379,2,7,3.91667,1.65622,0.3625,29,0.277778,0.402399,0.429487,0.325,0,"idastar.symmulgt.transmul",344.342,"ok"
48,"BF1_cpmp_16_5_48_10_29_6",1,16,5,0.3125,0.6,0.25,0.75,1,0,6,4.36364,1.49379,2,7,3.91667,1.65622,0.3625,29,0.277778,0.402399,0.429487,0.325,0,"idastar.symmullt.transmul",1055.966,"ok"
49,"BF1_cpmp_16_5_48_10_29_7",1,16,5,0.3125,0.6,0.0625,0.625,0.909091,0,5,4.36364,1.43164,2,8,4.3,2.05183,0.3625,29,0.728889,0.428977,0.507692,0.1625,0,"astar.symmulgt.transmul",0.248,"ok"
50,"BF1_cpmp_16_5_48_10_29_7",1,16,5,0.3125,0.6,0.0625,0.625,0.909091,0,5,4.36364,1.43164,2,8,4.3,2.05183,0.3625,29,0.728889,0.428977,0.507692,0.1625,0,"astar.symmullt.transmul",8.537,"ok"
51,"BF1_cpmp_16_5_48_10_29_7",1,16,5,0.3125,0.6,0.0625,0.625,0.909091,0,5,4.36364,1.43164,2,8,4.3,2.05183,0.3625,29,0.728889,0.428977,0.507692,0.1625,0,"idastar.symmulgt.transmul",0.004,"ok"
52,"BF1_cpmp_16_5_48_10_29_7",1,16,5,0.3125,0.6,0.0625,0.625,0.909091,0,5,4.36364,1.43164,2,8,4.3,2.05183,0.3625,29,0.728889,0.428977,0.507692,0.1625,0,"idastar.symmullt.transmul",1.256,"ok"
53,"BF1_cpmp_16_5_48_10_29_8",1,16,5,0.3125,0.6,0.125,0.5625,0.9,0,6,4.36364,1.55346,2,9,4.55556,2.00616,0.3625,29,0.646667,0.415909,0.548077,0.35,0,"astar.symmulgt.transmul",0.144,"ok"
54,"BF1_cpmp_16_5_48_10_29_8",1,16,5,0.3125,0.6,0.125,0.5625,0.9,0,6,4.36364,1.55346,2,9,4.55556,2.00616,0.3625,29,0.646667,0.415909,0.548077,0.35,0,"astar.symmullt.transmul",0.032,"ok"
55,"BF1_cpmp_16_5_48_10_29_8",1,16,5,0.3125,0.6,0.125,0.5625,0.9,0,6,4.36364,1.55346,2,9,4.55556,2.00616,0.3625,29,0.646667,0.415909,0.548077,0.35,0,"idastar.symmulgt.transmul",0.004,"ok"
56,"BF1_cpmp_16_5_48_10_29_8",1,16,5,0.3125,0.6,0.125,0.5625,0.9,0,6,4.36364,1.55346,2,9,4.55556,2.00616,0.3625,29,0.646667,0.415909,0.548077,0.35,0,"idastar.symmullt.transmul",0.008,"ok"
57,"BF1_cpmp_16_5_48_10_29_9",1,16,5,0.3125,0.6,0.125,0.75,0.923077,0,6,4.36364,1.91988,2,8,4.66667,1.84089,0.3625,29,0.553333,0.426894,0.884615,0.2,0,"astar.symmulgt.transmul",0.132,"ok"
58,"BF1_cpmp_16_5_48_10_29_9",1,16,5,0.3125,0.6,0.125,0.75,0.923077,0,6,4.36364,1.91988,2,8,4.66667,1.84089,0.3625,29,0.553333,0.426894,0.884615,0.2,0,"astar.symmullt.transmul",3600,"memout"
59,"BF1_cpmp_16_5_48_10_29_9",1,16,5,0.3125,0.6,0.125,0.75,0.923077,0,6,4.36364,1.91988,2,8,4.66667,1.84089,0.3625,29,0.553333,0.426894,0.884615,0.2,0,"idastar.symmulgt.transmul",0.004,"ok"
60,"BF1_cpmp_16_5_48_10_29_9",1,16,5,0.3125,0.6,0.125,0.75,0.923077,0,6,4.36364,1.91988,2,8,4.66667,1.84089,0.3625,29,0.553333,0.426894,0.884615,0.2,0,"idastar.symmullt.transmul",3600,"timeout"
61,"BF10_cpmp_16_8_77_16_58_13",1,16,8,0.5,0.601562,0.1875,0.625,0.909091,0,6,4.52941,1.37702,2,12,8,3.4641,0.453125,58,0.677778,0.401784,0.49375,0.289062,0.0625,"astar.symmulgt.transmul",3600,"memout"
62,"BF10_cpmp_16_8_77_16_58_13",1,16,8,0.5,0.601562,0.1875,0.625,0.909091,0,6,4.52941,1.37702,2,12,8,3.4641,0.453125,58,0.677778,0.401784,0.49375,0.289062,0.0625,"astar.symmullt.transmul",3600,"memout"
63,"BF10_cpmp_16_8_77_16_58_13",1,16,8,0.5,0.601562,0.1875,0.625,0.909091,0,6,4.52941,1.37702,2,12,8,3.4641,0.453125,58,0.677778,0.401784,0.49375,0.289062,0.0625,"idastar.symmulgt.transmul",311.863,"ok"
64,"BF10_cpmp_16_8_77_16_58_13",1,16,8,0.5,0.601562,0.1875,0.625,0.909091,0,6,4.52941,1.37702,2,12,8,3.4641,0.453125,58,0.677778,0.401784,0.49375,0.289062,0.0625,"idastar.symmullt.transmul",3600,"timeout"
65,"BF10_cpmp_16_8_77_16_58_3",1,16,8,0.5,0.601562,0.1875,0.625,1,0,8,4.52941,1.57621,3,15,6.9,3.61801,0.453125,58,0.531944,0.392541,0.65625,0.296875,0,"astar.symmulgt.transmul",3600,"memout"
66,"BF10_cpmp_16_8_77_16_58_3",1,16,8,0.5,0.601562,0.1875,0.625,1,0,8,4.52941,1.57621,3,15,6.9,3.61801,0.453125,58,0.531944,0.392541,0.65625,0.296875,0,"astar.symmullt.transmul",3600,"memout"
67,"BF10_cpmp_16_8_77_16_58_3",1,16,8,0.5,0.601562,0.1875,0.625,1,0,8,4.52941,1.57621,3,15,6.9,3.61801,0.453125,58,0.531944,0.392541,0.65625,0.296875,0,"idastar.symmulgt.transmul",78.121,"ok"
68,"BF10_cpmp_16_8_77_16_58_3",1,16,8,0.5,0.601562,0.1875,0.625,1,0,8,4.52941,1.57621,3,15,6.9,3.61801,0.453125,58,0.531944,0.392541,0.65625,0.296875,0,"idastar.symmullt.transmul",600.402,"ok"
69,"BF10_cpmp_16_8_77_16_58_8",1,16,8,0.5,0.601562,0.25,0.625,1,0,6,4.52941,1.33362,2,12,6.1,3.36006,0.453125,58,0.555556,0.375117,0.6875,0.304688,0.0625,"astar.symmulgt.transmul",3600,"memout"
70,"BF10_cpmp_16_8_77_16_58_8",1,16,8,0.5,0.601562,0.25,0.625,1,0,6,4.52941,1.33362,2,12,6.1,3.36006,0.453125,58,0.555556,0.375117,0.6875,0.304688,0.0625,"astar.symmullt.transmul",3600,"memout"
71,"BF10_cpmp_16_8_77_16_58_8",1,16,8,0.5,0.601562,0.25,0.625,1,0,6,4.52941,1.33362,2,12,6.1,3.36006,0.453125,58,0.555556,0.375117,0.6875,0.304688,0.0625,"idastar.symmulgt.transmul",0.012,"ok"
72,"BF10_cpmp_16_8_77_16_58_8",1,16,8,0.5,0.601562,0.25,0.625,1,0,6,4.52941,1.33362,2,12,6.1,3.36006,0.453125,58,0.555556,0.375117,0.6875,0.304688,0.0625,"idastar.symmullt.transmul",60.72,"ok"
73,"BF11_cpmp_16_8_77_31_47_10",1,16,8,0.5,0.601562,0,0.75,0.8,0,5,2.40625,0.896499,2,26,11.8333,7.32386,0.367188,49,0.377778,0.441853,0.53125,0,0.0625,"astar.symmulgt.transmul",3600,"memout"
74,"BF11_cpmp_16_8_77_31_47_10",1,16,8,0.5,0.601562,0,0.75,0.8,0,5,2.40625,0.896499,2,26,11.8333,7.32386,0.367188,49,0.377778,0.441853,0.53125,0,0.0625,"astar.symmullt.transmul",92.986,"ok"
75,"BF11_cpmp_16_8_77_31_47_10",1,16,8,0.5,0.601562,0,0.75,0.8,0,5,2.40625,0.896499,2,26,11.8333,7.32386,0.367188,49,0.377778,0.441853,0.53125,0,0.0625,"idastar.symmulgt.transmul",2031.039,"ok"
76,"BF11_cpmp_16_8_77_31_47_10",1,16,8,0.5,0.601562,0,0.75,0.8,0,5,2.40625,0.896499,2,26,11.8333,7.32386,0.367188,49,0.377778,0.441853,0.53125,0,0.0625,"idastar.symmullt.transmul",141.857,"ok"
77,"BF11_cpmp_16_8_77_31_47_11",1,16,8,0.5,0.601562,0,0.9375,0.9375,0,5,2.40625,1.34302,2,23,10.8667,6.05383,0.367188,49,0.513889,0.438422,0.8125,0,0,"astar.symmulgt.transmul",3600,"memout"
78,"BF11_cpmp_16_8_77_31_47_11",1,16,8,0.5,0.601562,0,0.9375,0.9375,0,5,2.40625,1.34302,2,23,10.8667,6.05383,0.367188,49,0.513889,0.438422,0.8125,0,0,"astar.symmullt.transmul",3600,"memout"
79,"BF11_cpmp_16_8_77_31_47_11",1,16,8,0.5,0.601562,0,0.9375,0.9375,0,5,2.40625,1.34302,2,23,10.8667,6.05383,0.367188,49,0.513889,0.438422,0.8125,0,0,"idastar.symmulgt.transmul",422.53,"ok"
80,"BF11_cpmp_16_8_77_31_47_11",1,16,8,0.5,0.601562,0,0.9375,0.9375,0,5,2.40625,1.34302,2,23,10.8667,6.05383,0.367188,49,0.513889,0.438422,0.8125,0,0,"idastar.symmullt.transmul",3600,"timeout"
81,"BF11_cpmp_16_8_77_31_47_16",1,16,8,0.5,0.601562,0,0.875,0.875,0,5,2.40625,0.963696,2,17,10.2857,4.39852,0.367188,51,0.4,0.481308,0.65625,0,0,"astar.symmulgt.transmul",182.019,"ok"
82,"BF11_cpmp_16_8_77_31_47_16",1,16,8,0.5,0.601562,0,0.875,0.875,0,5,2.40625,0.963696,2,17,10.2857,4.39852,0.367188,51,0.4,0.481308,0.65625,0,0,"astar.symmullt.transmul",3600,"memout"
83,"BF11_cpmp_16_8_77_31_47_16",1,16,8,0.5,0.601562,0,0.875,0.875,0,5,2.40625,0.963696,2,17,10.2857,4.39852,0.367188,51,0.4,0.481308,0.65625,0,0,"idastar.symmulgt.transmul",66.988,"ok"
84,"BF11_cpmp_16_8_77_31_47_16",1,16,8,0.5,0.601562,0,0.875,0.875,0,5,2.40625,0.963696,2,17,10.2857,4.39852,0.367188,51,0.4,0.481308,0.65625,0,0,"idastar.symmullt.transmul",249.488,"ok"
85,"BF11_cpmp_16_8_77_31_47_6",1,16,8,0.5,0.601562,0,1,1,0,7,2.40625,1.19529,2,25,12.5,6.99107,0.367188,51,0.266667,0.475875,0.359375,0,0,"astar.symmulgt.transmul",3600,"memout"
86,"BF11_cpmp_16_8_77_31_47_6",1,16,8,0.5,0.601562,0,1,1,0,7,2.40625,1.19529,2,25,12.5,6.99107,0.367188,51,0.266667,0.475875,0.359375,0,0,"astar.symmullt.transmul",3600,"memout"
87,"BF11_cpmp_16_8_77_31_47_6",1,16,8,0.5,0.601562,0,1,1,0,7,2.40625,1.19529,2,25,12.5,6.99107,0.367188,51,0.266667,0.475875,0.359375,0,0,"idastar.symmulgt.transmul",3600,"timeout"
88,"BF11_cpmp_16_8_77_31_47_6",1,16,8,0.5,0.601562,0,1,1,0,7,2.40625,1.19529,2,25,12.5,6.99107,0.367188,51,0.266667,0.475875,0.359375,0,0,"idastar.symmullt.transmul",1121.786,"ok"
89,"BF11_cpmp_16_8_77_31_47_7",1,16,8,0.5,0.601562,0,0.9375,0.9375,0,5,2.40625,1.08568,2,26,11.7333,6.9519,0.367188,49,0.505556,0.499464,0.625,0,0.125,"astar.symmulgt.transmul",2.28,"ok"
90,"BF11_cpmp_16_8_77_31_47_7",1,16,8,0.5,0.601562,0,0.9375,0.9375,0,5,2.40625,1.08568,2,26,11.7333,6.9519,0.367188,49,0.505556,0.499464,0.625,0,0.125,"astar.symmullt.transmul",3600,"memout"
91,"BF11_cpmp_16_8_77_31_47_7",1,16,8,0.5,0.601562,0,0.9375,0.9375,0,5,2.40625,1.08568,2,26,11.7333,6.9519,0.367188,49,0.505556,0.499464,0.625,0,0.125,"idastar.symmulgt.transmul",14.481,"ok"
92,"BF11_cpmp_16_8_77_31_47_7",1,16,8,0.5,0.601562,0,0.9375,0.9375,0,5,2.40625,1.08568,2,26,11.7333,6.9519,0.367188,49,0.505556,0.499464,0.625,0,0.125,"idastar.symmullt.transmul",758.815,"ok"
93,"BF12_cpmp_16_8_77_31_58_14",1,16,8,0.5,0.601562,0.125,0.75,1,0,6,2.40625,1.08568,3,29,14.1667,7.74417,0.453125,58,0.443056,0.407667,0.510417,0.226562,0.0625,"astar.symmulgt.transmul",3600,"memout"
94,"BF12_cpmp_16_8_77_31_58_14",1,16,8,0.5,0.601562,0.125,0.75,1,0,6,2.40625,1.08568,3,29,14.1667,7.74417,0.453125,58,0.443056,0.407667,0.510417,0.226562,0.0625,"astar.symmullt.transmul",3600,"memout"
95,"BF12_cpmp_16_8_77_31_58_14",1,16,8,0.5,0.601562,0.125,0.75,1,0,6,2.40625,1.08568,3,29,14.1667,7.74417,0.453125,58,0.443056,0.407667,0.510417,0.226562,0.0625,"idastar.symmulgt.transmul",2816.652,"ok"
96,"BF12_cpmp_16_8_77_31_58_14",1,16,8,0.5,0.601562,0.125,0.75,1,0,6,2.40625,1.08568,3,29,14.1667,7.74417,0.453125,58,0.443056,0.407667,0.510417,0.226562,0.0625,"idastar.symmullt.transmul",1246.814,"ok"
97,"BF17_cpmp_20_5_60_12_36_1",1,20,5,0.25,0.6,0.1,0.55,0.785714,0,7,4.61538,1.54613,2,12,6.36364,3.11223,0.36,36,0.581295,0.449188,0.666667,0.17,0.05,"astar.symmulgt.transmul",0.052,"ok"
98,"BF17_cpmp_20_5_60_12_36_1",1,20,5,0.25,0.6,0.1,0.55,0.785714,0,7,4.61538,1.54613,2,12,6.36364,3.11223,0.36,36,0.581295,0.449188,0.666667,0.17,0.05,"astar.symmullt.transmul",0.332,"ok"
99,"BF17_cpmp_20_5_60_12_36_1",1,20,5,0.25,0.6,0.1,0.55,0.785714,0,7,4.61538,1.54613,2,12,6.36364,3.11223,0.36,36,0.581295,0.449188,0.666667,0.17,0.05,"idastar.symmulgt.transmul",0.004,"ok"
100,"BF17_cpmp_20_5_60_12_36_1",1,20,5,0.25,0.6,0.1,0.55,0.785714,0,7,4.61538,1.54613,2,12,6.36364,3.11223,0.36,36,0.581295,0.449188,0.666667,0.17,0.05,"idastar.symmullt.transmul",0.076,"ok"
101,"BF17_cpmp_20_5_60_12_36_10",1,20,5,0.25,0.6,0.15,0.6,1,0,8,4.61538,1.68881,2,11,6,2.48328,0.36,36,0.513669,0.441239,0.613333,0.15,0.05,"astar.symmulgt.transmul",3600,"memout"
102,"BF17_cpmp_20_5_60_12_36_10",1,20,5,0.25,0.6,0.15,0.6,1,0,8,4.61538,1.68881,2,11,6,2.48328,0.36,36,0.513669,0.441239,0.613333,0.15,0.05,"astar.symmullt.transmul",3600,"memout"
103,"BF17_cpmp_20_5_60_12_36_10",1,20,5,0.25,0.6,0.15,0.6,1,0,8,4.61538,1.68881,2,11,6,2.48328,0.36,36,0.513669,0.441239,0.613333,0.15,0.05,"idastar.symmulgt.transmul",0.004,"ok"
104,"BF17_cpmp_20_5_60_12_36_10",1,20,5,0.25,0.6,0.15,0.6,1,0,8,4.61538,1.68881,2,11,6,2.48328,0.36,36,0.513669,0.441239,0.613333,0.15,0.05,"idastar.symmullt.transmul",0.032,"ok"
